code_module,code_presentation,cohort_size,week_number,active_students,retention_pct,cohort_label
FFF,2013J,2112,1,1812,85.8,FFF · 2013J
FFF,2013J,2112,2,1870,88.5,FFF · 2013J
FFF,2013J,2112,3,1695,80.3,FFF · 2013J
FFF,2013J,2112,4,1682,79.6,FFF · 2013J
FFF,2013J,2112,5,1634,77.4,FFF · 2013J
FFF,2013J,2112,6,1736,82.2,FFF · 2013J
FFF,2013J,2112,7,1508,71.4,FFF · 2013J
FFF,2013J,2112,8,1436,68.0,FFF · 2013J
FFF,2013J,2112,9,1289,61.0,FFF · 2013J
FFF,2013J,2112,10,1158,54.8,FFF · 2013J
FFF,2013J,2112,11,917,43.4,FFF · 2013J
FFF,2013J,2112,12,1232,58.3,FFF · 2013J
FFF,2013J,2112,13,1507,71.4,FFF · 2013J
FFF,2013J,2112,14,1292,61.2,FFF · 2013J
FFF,2013J,2112,15,1226,58.0,FFF · 2013J
FFF,2013J,2112,16,1178,55.8,FFF · 2013J
FFF,2013J,2112,17,1201,56.9,FFF · 2013J
FFF,2013J,2112,18,1349,63.9,FFF · 2013J
FFF,2013J,2112,19,1174,55.6,FFF · 2013J
FFF,2013J,2112,20,1159,54.9,FFF · 2013J
FFF,2013J,2112,21,1137,53.8,FFF · 2013J
FFF,2013J,2112,22,1089,51.6,FFF · 2013J
FFF,2013J,2112,23,1145,54.2,FFF · 2013J
FFF,2013J,2112,24,1233,58.4,FFF · 2013J
FFF,2013J,2112,25,993,47.0,FFF · 2013J
FFF,2013J,2112,26,967,45.8,FFF · 2013J
FFF,2013J,2112,27,852,40.3,FFF · 2013J
FFF,2013J,2112,28,836,39.6,FFF · 2013J
FFF,2013J,2112,29,900,42.6,FFF · 2013J
FFF,2013J,2112,30,918,43.5,FFF · 2013J
FFF,2014B,1377,0,1172,85.1,FFF · 2014B
FFF,2014B,1377,1,1138,82.6,FFF · 2014B
FFF,2014B,1377,2,1118,81.2,FFF · 2014B
FFF,2014B,1377,3,1184,86.0,FFF · 2014B
FFF,2014B,1377,4,1078,78.3,FFF · 2014B
FFF,2014B,1377,5,1019,74.0,FFF · 2014B
FFF,2014B,1377,6,1034,75.1,FFF · 2014B
FFF,2014B,1377,7,1102,80.0,FFF · 2014B
FFF,2014B,1377,8,896,65.1,FFF · 2014B
FFF,2014B,1377,9,846,61.4,FFF · 2014B
FFF,2014B,1377,10,836,60.7,FFF · 2014B
FFF,2014B,1377,11,876,63.6,FFF · 2014B
FFF,2014B,1377,12,958,69.6,FFF · 2014B
FFF,2014B,1377,13,785,57.0,FFF · 2014B
FFF,2014B,1377,14,746,54.2,FFF · 2014B
FFF,2014B,1377,15,710,51.6,FFF · 2014B
FFF,2014B,1377,16,687,49.9,FFF · 2014B
FFF,2014B,1377,17,747,54.2,FFF · 2014B
FFF,2014B,1377,18,830,60.3,FFF · 2014B
FFF,2014B,1377,19,706,51.3,FFF · 2014B
FFF,2014B,1377,20,692,50.3,FFF · 2014B
FFF,2014B,1377,21,657,47.7,FFF · 2014B
FFF,2014B,1377,22,644,46.8,FFF · 2014B
FFF,2014B,1377,23,679,49.3,FFF · 2014B
FFF,2014B,1377,24,741,53.8,FFF · 2014B
FFF,2014B,1377,25,593,43.1,FFF · 2014B
FFF,2014B,1377,26,565,41.0,FFF · 2014B
FFF,2014B,1377,27,551,40.0,FFF · 2014B
FFF,2014B,1377,28,561,40.7,FFF · 2014B
FFF,2014B,1377,29,582,42.3,FFF · 2014B
FFF,2014B,1377,30,634,46.0,FFF · 2014B
FFF,2014J,2170,0,1829,84.3,FFF · 2014J
FFF,2014J,2170,1,1770,81.6,FFF · 2014J
FFF,2014J,2170,2,1790,82.5,FFF · 2014J
FFF,2014J,2170,3,1804,83.1,FFF · 2014J
FFF,2014J,2170,4,1648,75.9,FFF · 2014J
FFF,2014J,2170,5,1587,73.1,FFF · 2014J
FFF,2014J,2170,6,1547,71.3,FFF · 2014J
FFF,2014J,2170,7,1644,75.8,FFF · 2014J
FFF,2014J,2170,8,1414,65.2,FFF · 2014J
FFF,2014J,2170,9,1295,59.7,FFF · 2014J
FFF,2014J,2170,10,1144,52.7,FFF · 2014J
FFF,2014J,2170,11,921,42.4,FFF · 2014J
FFF,2014J,2170,12,1205,55.5,FFF · 2014J
FFF,2014J,2170,13,1442,66.5,FFF · 2014J
FFF,2014J,2170,14,1273,58.7,FFF · 2014J
FFF,2014J,2170,15,1218,56.1,FFF · 2014J
FFF,2014J,2170,16,1145,52.8,FFF · 2014J
FFF,2014J,2170,17,1152,53.1,FFF · 2014J
FFF,2014J,2170,18,1237,57.0,FFF · 2014J
FFF,2014J,2170,19,1324,61.0,FFF · 2014J
FFF,2014J,2170,20,1162,53.5,FFF · 2014J
FFF,2014J,2170,21,1155,53.2,FFF · 2014J
FFF,2014J,2170,22,1080,49.8,FFF · 2014J
FFF,2014J,2170,23,1039,47.9,FFF · 2014J
FFF,2014J,2170,24,985,45.4,FFF · 2014J
FFF,2014J,2170,25,977,45.0,FFF · 2014J
FFF,2014J,2170,26,981,45.2,FFF · 2014J
FFF,2014J,2170,27,1096,50.5,FFF · 2014J
FFF,2014J,2170,28,1183,54.5,FFF · 2014J
FFF,2014J,2170,29,1032,47.6,FFF · 2014J
FFF,2014J,2170,30,1008,46.5,FFF · 2014J
GGG,2013J,930,0,538,57.8,GGG · 2013J
GGG,2013J,930,1,521,56.0,GGG · 2013J
GGG,2013J,930,2,460,49.5,GGG · 2013J
GGG,2013J,930,3,419,45.1,GGG · 2013J
GGG,2013J,930,4,408,43.9,GGG · 2013J
GGG,2013J,930,5,374,40.2,GGG · 2013J
GGG,2013J,930,6,409,44.0,GGG · 2013J
GGG,2013J,930,7,376,40.4,GGG · 2013J
GGG,2013J,930,8,505,54.3,GGG · 2013J
GGG,2013J,930,9,372,40.0,GGG · 2013J
GGG,2013J,930,10,199,21.4,GGG · 2013J
GGG,2013J,930,11,275,29.6,GGG · 2013J
GGG,2013J,930,12,519,55.8,GGG · 2013J
GGG,2013J,930,13,462,49.7,GGG · 2013J
GGG,2013J,930,14,479,51.5,GGG · 2013J
GGG,2013J,930,15,454,48.8,GGG · 2013J
GGG,2013J,930,16,430,46.2,GGG · 2013J
GGG,2013J,930,17,541,58.2,GGG · 2013J
GGG,2013J,930,18,496,53.3,GGG · 2013J
GGG,2013J,930,19,484,52.0,GGG · 2013J
GGG,2013J,930,20,451,48.5,GGG · 2013J
GGG,2013J,930,21,487,52.4,GGG · 2013J
GGG,2013J,930,22,462,49.7,GGG · 2013J
GGG,2013J,930,23,474,51.0,GGG · 2013J
GGG,2013J,930,24,542,58.3,GGG · 2013J
GGG,2013J,930,25,448,48.2,GGG · 2013J
GGG,2013J,930,26,426,45.8,GGG · 2013J
GGG,2013J,930,27,407,43.8,GGG · 2013J
GGG,2013J,930,28,444,47.7,GGG · 2013J
GGG,2013J,930,29,448,48.2,GGG · 2013J
GGG,2013J,930,30,444,47.7,GGG · 2013J
GGG,2014B,810,0,528,65.2,GGG · 2014B
GGG,2014B,810,1,491,60.6,GGG · 2014B
GGG,2014B,810,2,401,49.5,GGG · 2014B
GGG,2014B,810,3,384,47.4,GGG · 2014B
GGG,2014B,810,4,372,45.9,GGG · 2014B
GGG,2014B,810,5,328,40.5,GGG · 2014B
GGG,2014B,810,6,355,43.8,GGG · 2014B
GGG,2014B,810,7,366,45.2,GGG · 2014B
GGG,2014B,810,8,459,56.7,GGG · 2014B
GGG,2014B,810,9,415,51.2,GGG · 2014B
GGG,2014B,810,10,415,51.2,GGG · 2014B
GGG,2014B,810,11,350,43.2,GGG · 2014B
GGG,2014B,810,12,352,43.5,GGG · 2014B
GGG,2014B,810,13,334,41.2,GGG · 2014B
GGG,2014B,810,14,392,48.4,GGG · 2014B
GGG,2014B,810,15,345,42.6,GGG · 2014B
GGG,2014B,810,16,418,51.6,GGG · 2014B
GGG,2014B,810,17,393,48.5,GGG · 2014B
GGG,2014B,810,18,362,44.7,GGG · 2014B
GGG,2014B,810,19,361,44.6,GGG · 2014B
GGG,2014B,810,20,368,45.4,GGG · 2014B
GGG,2014B,810,21,357,44.1,GGG · 2014B
GGG,2014B,810,22,379,46.8,GGG · 2014B
GGG,2014B,810,23,451,55.7,GGG · 2014B
GGG,2014B,810,24,338,41.7,GGG · 2014B
GGG,2014B,810,25,330,40.7,GGG · 2014B
GGG,2014B,810,26,311,38.4,GGG · 2014B
GGG,2014B,810,27,334,41.2,GGG · 2014B
GGG,2014B,810,28,306,37.8,GGG · 2014B
GGG,2014B,810,29,340,42.0,GGG · 2014B
GGG,2014B,810,30,374,46.2,GGG · 2014B
GGG,2014J,729,0,468,64.2,GGG · 2014J
GGG,2014J,729,1,467,64.1,GGG · 2014J
GGG,2014J,729,2,399,54.7,GGG · 2014J
GGG,2014J,729,3,375,51.4,GGG · 2014J
GGG,2014J,729,4,382,52.4,GGG · 2014J
GGG,2014J,729,5,343,47.1,GGG · 2014J
GGG,2014J,729,6,331,45.4,GGG · 2014J
GGG,2014J,729,7,322,44.2,GGG · 2014J
GGG,2014J,729,8,430,59.0,GGG · 2014J
GGG,2014J,729,9,356,48.8,GGG · 2014J
GGG,2014J,729,10,335,46.0,GGG · 2014J
GGG,2014J,729,11,144,19.8,GGG · 2014J
GGG,2014J,729,12,197,27.0,GGG · 2014J
GGG,2014J,729,13,334,45.8,GGG · 2014J
GGG,2014J,729,14,320,43.9,GGG · 2014J
GGG,2014J,729,15,315,43.2,GGG · 2014J
GGG,2014J,729,16,313,42.9,GGG · 2014J
GGG,2014J,729,17,398,54.6,GGG · 2014J
GGG,2014J,729,18,370,50.8,GGG · 2014J
GGG,2014J,729,19,342,46.9,GGG · 2014J
GGG,2014J,729,20,349,47.9,GGG · 2014J
GGG,2014J,729,21,345,47.3,GGG · 2014J
GGG,2014J,729,22,323,44.3,GGG · 2014J
GGG,2014J,729,23,339,46.5,GGG · 2014J
GGG,2014J,729,24,417,57.2,GGG · 2014J
GGG,2014J,729,25,324,44.4,GGG · 2014J
GGG,2014J,729,26,272,37.3,GGG · 2014J
GGG,2014J,729,27,339,46.5,GGG · 2014J
GGG,2014J,729,28,318,43.6,GGG · 2014J
GGG,2014J,729,29,310,42.5,GGG · 2014J
GGG,2014J,729,30,334,45.8,GGG · 2014J
